"code","billable","short_desc","long_desc","three_digit","major","sub_chapter","chapter"
"20691",TRUE,"Uns mono leuk w rmsion","Unspecified monocytic leukemia, in remission","206","Monocytic leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20692",TRUE,"Mono leuk NOS relapse","Unspecified monocytic leukemia, in relapse","206","Monocytic leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"207",FALSE,"Other specified leukemia","Other specified leukemia","207","Other specified leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"2070",FALSE,"Acute erythremia and erythroleukemia","Acute erythremia and erythroleukemia","207","Other specified leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20700",TRUE,"Ac erth/erlk wo ach rmsn","Acute erythremia and erythroleukemia, without mention of having achieved remission","207","Other specified leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20701",TRUE,"Act erth/erylk w rmson","Acute erythremia and erythroleukemia, in remission","207","Other specified leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20702",TRUE,"Ac erth/erylk in relapse","Acute erythremia and erythroleukemia, in relapse","207","Other specified leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"2071",FALSE,"Chronic erythremia","Chronic erythremia","207","Other specified leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20710",TRUE,"Chr erythrm w/o ach rmsn","Chronic erythremia, without mention of having achieved remission","207","Other specified leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20711",TRUE,"Chr erythrm w remision","Chronic erythremia, in remission","207","Other specified leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20712",TRUE,"Chr erythrmia in relapse","Chronic erythremia, in relapse","207","Other specified leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"2072",FALSE,"Megakaryocytic leukemia","Megakaryocytic leukemia","207","Other specified leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20720",TRUE,"Mgkrcyt leuk wo ach rmsn","Megakaryocytic leukemia, without mention of having achieved remission","207","Other specified leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20721",TRUE,"Mgkrycyt leuk w rmsion","Megakaryocytic leukemia, in remission","207","Other specified leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20722",TRUE,"Mgkrycyt leuk in relapse","Megakaryocytic leukemia, in relapse","207","Other specified leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"2078",FALSE,"Other specified leukemia","Other specified leukemia","207","Other specified leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20780",TRUE,"Oth leuk w/o achv rmsn","Other specified leukemia, without mention of having achieved remission","207","Other specified leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20781",TRUE,"Oth spf leuk w remsion","Other specified leukemia, in remission","207","Other specified leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20782",TRUE,"Oth spf leuk in relapse","Other specified leukemia, in relapse","207","Other specified leukemia","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"208",FALSE,"Leukemia of unspecified cell type","Leukemia of unspecified cell type","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"2080",FALSE,"Acute","Acute","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20800",TRUE,"Ac leu un cl wo ach rmsn","Acute leukemia of unspecified cell type, without mention of having achieved remission","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20801",TRUE,"Act leuk uns cl w rmson","Acute leukemia of unspecified cell type, in remission","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20802",TRUE,"Ac leuk uns cl relapse","Acute leukemia of unspecified cell type, in relapse","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"2081",FALSE,"Chronic","Chronic","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20810",TRUE,"Ch leu un cl wo ach rmsn","Chronic leukemia of unspecified cell type, without mention of having achieved remission","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20811",TRUE,"Chr leuk uns cl w rmson","Chronic leukemia of unspecified cell type, in remission","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20812",TRUE,"Ch leu uns cl in relapse","Chronic leukemia of unspecified cell type, in relapse","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"2082",FALSE,"Subacute","Subacute","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20820",TRUE,"Sbc leu un cl wo ah rmsn","Subacute leukemia of unspecified cell type, without mention of having achieved remission","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20821",TRUE,"Sbac leuk uns cl w rmson","Subacute leukemia of unspecified cell type, in remission","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20822",TRUE,"Sbac leu uns cl-relapse","Subacute leukemia of unspecified cell type, in relapse","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"2088",FALSE,"Other leukemia of unspecified cell type","Other leukemia of unspecified cell type","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20880",TRUE,"Ot leu un cl wo ach rmsn","Other leukemia of unspecified cell type, without mention of having achieved remission","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20881",TRUE,"Oth leuk uns cl w rmson","Other leukemia of unspecified cell type, in remission","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20882",TRUE,"Oth leuk uns cl-relapse","Other leukemia of unspecified cell type, in relapse","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"2089",FALSE,"Unspecified leukemia","Unspecified leukemia","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20890",TRUE,"Leuk NOS w/o achv rmsn","Unspecified leukemia, without mention of having achieved remission","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20891",TRUE,"Leukemia NOS w remission","Unspecified leukemia, in remission","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"20892",TRUE,"Leukemia NOS in relapse","Unspecified leukemia, in relapse","208","Leukemia of unspecified cell type","Malignant Neoplasm Of Lymphatic And Hematopoietic Tissue","Neoplasms"
"209",FALSE,"Neuroendocrine tumors","Neuroendocrine tumors","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"2090",FALSE,"Malignant carcinoid tumors of the small intestine","Malignant carcinoid tumors of the small intestine","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20900",TRUE,"Mal crcnoid sm intst NOS","Malignant carcinoid tumor of the small intestine, unspecified portion","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20901",TRUE,"Malig carcinoid duodenum","Malignant carcinoid tumor of the duodenum","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20902",TRUE,"Malig carcinoid jejunum","Malignant carcinoid tumor of the jejunum","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20903",TRUE,"Malig carcinoid ileum","Malignant carcinoid tumor of the ileum","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"2091",FALSE,"Malignant carcinoid tumors of the appendix, large intestine, and rectum","Malignant carcinoid tumors of the appendix, large intestine, and rectum","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20910",TRUE,"Mal crcnoid lg intst NOS","Malignant carcinoid tumor of the large intestine, unspecified portion","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20911",TRUE,"Malig carcinoid appendix","Malignant carcinoid tumor of the appendix","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20912",TRUE,"Malig carcinoid cecum","Malignant carcinoid tumor of the cecum","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20913",TRUE,"Mal crcnoid ascend colon","Malignant carcinoid tumor of the ascending colon","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20914",TRUE,"Mal crcnoid transv colon","Malignant carcinoid tumor of the transverse colon","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20915",TRUE,"Mal carcinoid desc colon","Malignant carcinoid tumor of the descending colon","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20916",TRUE,"Mal carcinoid sig colon","Malignant carcinoid tumor of the sigmoid colon","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20917",TRUE,"Malig carcinoid rectum","Malignant carcinoid tumor of the rectum","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"2092",FALSE,"Malignant carcinoid tumors of other and unspecified sites","Malignant carcinoid tumors of other and unspecified sites","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20920",TRUE,"Mal crcnd prim site unkn","Malignant carcinoid tumor of unknown primary site","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20921",TRUE,"Mal carcinoid bronc/lung","Malignant carcinoid tumor of the bronchus and lung","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20922",TRUE,"Malig carcinoid thymus","Malignant carcinoid tumor of the thymus","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20923",TRUE,"Malig carcinoid stomach","Malignant carcinoid tumor of the stomach","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20924",TRUE,"Malig carcinoid kidney","Malignant carcinoid tumor of the kidney","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20925",TRUE,"Mal carcnoid foregut NOS","Malignant carcinoid tumor of foregut, not otherwise specified","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20926",TRUE,"Mal carcinoid midgut NOS","Malignant carcinoid tumor of midgut, not otherwise specified","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20927",TRUE,"Mal carcnoid hindgut NOS","Malignant carcinoid tumor of hindgut, not otherwise specified","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20929",TRUE,"Malig carcinoid oth site","Malignant carcinoid tumor of other sites","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"2093",FALSE,"Malignant poorly differentiated neuroendocrine tumors","Malignant poorly differentiated neuroendocrine tumors","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20930",TRUE,"Malig neuroendo ca NOS","Malignant poorly differentiated neuroendocrine carcinoma, any site","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20931",TRUE,"Merkel cell ca-face","Merkel cell carcinoma of the face","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20932",TRUE,"Merkel cell ca-sclp/neck","Merkel cell carcinoma of the scalp and neck","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20933",TRUE,"Merkel cell ca-up limb","Merkel cell carcinoma of the upper limb","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20934",TRUE,"Merkel cell ca-low limb","Merkel cell carcinoma of the lower limb","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20935",TRUE,"Merkel cell ca-trunk","Merkel cell carcinoma of the trunk","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20936",TRUE,"Merkel cell ca-oth sites","Merkel cell carcinoma of other sites","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"2094",FALSE,"Benign carcinoid tumors of the small intestine","Benign carcinoid tumors of the small intestine","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20940",TRUE,"Ben crcnoid sm intst NOS","Benign carcinoid tumor of the small intestine, unspecified portion","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20941",TRUE,"Ben carcinoid duodenum","Benign carcinoid tumor of the duodenum","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20942",TRUE,"Benign carcinoid jejunum","Benign carcinoid tumor of the jejunum","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20943",TRUE,"Benign carcinoid ileum","Benign carcinoid tumor of the ileum","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"2095",FALSE,"Benign carcinoid tumors of the appendix, large intestine, and rectum","Benign carcinoid tumors of the appendix, large intestine, and rectum","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20950",TRUE,"Ben crcnoid lg intst NOS","Benign carcinoid tumor of the large intestine, unspecified portion","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20951",TRUE,"Ben carcinoid appendix","Benign carcinoid tumor of the appendix","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20952",TRUE,"Benign carcinoid cecum","Benign carcinoid tumor of the cecum","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20953",TRUE,"Ben carcinoid asc colon","Benign carcinoid tumor of the ascending colon","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20954",TRUE,"Ben crcinoid trans colon","Benign carcinoid tumor of the transverse colon","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20955",TRUE,"Ben carcinoid desc colon","Benign carcinoid tumor of the descending colon","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20956",TRUE,"Ben carcinoid sig colon","Benign carcinoid tumor of the sigmoid colon","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20957",TRUE,"Benign carcinoid rectum","Benign carcinoid tumor of the rectum","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"2096",FALSE,"Benign carcinoid tumors of other and unspecified sites","Benign carcinoid tumors of other and unspecified sites","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20960",TRUE,"Ben crcnd prim site unkn","Benign carcinoid tumor of unknown primary site","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20961",TRUE,"Ben carcinoid bronc/lung","Benign carcinoid tumor of the bronchus and lung","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20962",TRUE,"Benign carcinoid thymus","Benign carcinoid tumor of the thymus","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20963",TRUE,"Benign carcinoid stomach","Benign carcinoid tumor of the stomach","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20964",TRUE,"Benign carcinoid kidney","Benign carcinoid tumor of the kidney","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20965",TRUE,"Ben crcinoid foregut NOS","Benign carcinoid tumor of foregut, not otherwise specified","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20966",TRUE,"Ben crcinoid midgut NOS","Benign carcinoid tumor of midgut, not otherwise specified","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20967",TRUE,"Ben crcnoid hindgut NOS","Benign carcinoid tumor of hindgut, not otherwise specified","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20969",TRUE,"Bengn carcinoid oth site","Benign carcinoid tumor of other sites","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"2097",FALSE,"Secondary neuroendocrine tumors","Secondary neuroendocrine tumors","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20970",TRUE,"Sec neuroendo tumor NOS","Secondary neuroendocrine tumor, unspecified site","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20971",TRUE,"Sec neuroend tu dist lym","Secondary neuroendocrine tumor of distant lymph nodes","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20972",TRUE,"Sec neuroend tumor-liver","Secondary neuroendocrine tumor of liver","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20973",TRUE,"Sec neuroendo tumor-bone","Secondary neuroendocrine tumor of bone","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20974",TRUE,"Sec neuroendo tu-periton","Secondary neuroendocrine tumor of peritoneum","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20975",TRUE,"Secondary Merkel cell ca","Secondary Merkel cell carcinoma","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"20979",TRUE,"Sec neuroend tu oth site","Secondary neuroendocrine tumor of other sites","209","Neuroendocrine tumors","Neuroendocrine Tumors","Neoplasms"
"210",FALSE,"Benign neoplasm of lip, oral cavity, and pharynx","Benign neoplasm of lip, oral cavity, and pharynx","210","Benign neoplasm of lip, oral cavity, and pharynx","Benign Neoplasms","Neoplasms"
"2100",TRUE,"Benign neoplasm lip","Benign neoplasm of lip","210","Benign neoplasm of lip, oral cavity, and pharynx","Benign Neoplasms","Neoplasms"
"2101",TRUE,"Benign neoplasm tongue","Benign neoplasm of tongue","210","Benign neoplasm of lip, oral cavity, and pharynx","Benign Neoplasms","Neoplasms"
"2102",TRUE,"Ben neo major salivary","Benign neoplasm of major salivary glands","210","Benign neoplasm of lip, oral cavity, and pharynx","Benign Neoplasms","Neoplasms"
"2103",TRUE,"Benign neo mouth floor","Benign neoplasm of floor of mouth","210","Benign neoplasm of lip, oral cavity, and pharynx","Benign Neoplasms","Neoplasms"
"2104",TRUE,"Benign neo mouth NEC/NOS","Benign neoplasm of other and unspecified parts of mouth","210","Benign neoplasm of lip, oral cavity, and pharynx","Benign Neoplasms","Neoplasms"
"2105",TRUE,"Benign neoplasm tonsil","Benign neoplasm of tonsil","210","Benign neoplasm of lip, oral cavity, and pharynx","Benign Neoplasms","Neoplasms"
"2106",TRUE,"Benign neo oropharyn NEC","Benign neoplasm of other parts of oropharynx","210","Benign neoplasm of lip, oral cavity, and pharynx","Benign Neoplasms","Neoplasms"
"2107",TRUE,"Benign neo nasopharynx","Benign neoplasm of nasopharynx","210","Benign neoplasm of lip, oral cavity, and pharynx","Benign Neoplasms","Neoplasms"
"2108",TRUE,"Benign neo hypopharynx","Benign neoplasm of hypopharynx","210","Benign neoplasm of lip, oral cavity, and pharynx","Benign Neoplasms","Neoplasms"
"2109",TRUE,"Benign neo pharynx NOS","Benign neoplasm of pharynx, unspecified","210","Benign neoplasm of lip, oral cavity, and pharynx","Benign Neoplasms","Neoplasms"
"211",FALSE,"Benign neoplasm of other parts of digestive system","Benign neoplasm of other parts of digestive system","211","Benign neoplasm of other parts of digestive system","Benign Neoplasms","Neoplasms"
"2110",TRUE,"Benign neo esophagus","Benign neoplasm of esophagus","211","Benign neoplasm of other parts of digestive system","Benign Neoplasms","Neoplasms"
"2111",TRUE,"Benign neoplasm stomach","Benign neoplasm of stomach","211","Benign neoplasm of other parts of digestive system","Benign Neoplasms","Neoplasms"
"2112",TRUE,"Benign neoplasm sm bowel","Benign neoplasm of duodenum, jejunum, and ileum","211","Benign neoplasm of other parts of digestive system","Benign Neoplasms","Neoplasms"
"2113",TRUE,"Benign neoplasm lg bowel","Benign neoplasm of colon","211","Benign neoplasm of other parts of digestive system","Benign Neoplasms","Neoplasms"
"2114",TRUE,"Benign neopl rectum/anus","Benign neoplasm of rectum and anal canal","211","Benign neoplasm of other parts of digestive system","Benign Neoplasms","Neoplasms"
"2115",TRUE,"Ben neo liver/bile ducts","Benign neoplasm of liver and biliary passages","211","Benign neoplasm of other parts of digestive system","Benign Neoplasms","Neoplasms"
"2116",TRUE,"Benign neoplasm pancreas","Benign neoplasm of pancreas, except islets of Langerhans","211","Benign neoplasm of other parts of digestive system","Benign Neoplasms","Neoplasms"
"2117",TRUE,"Ben neo islets langerhan","Benign neoplasm of islets of Langerhans","211","Benign neoplasm of other parts of digestive system","Benign Neoplasms","Neoplasms"
"2118",TRUE,"Ben neo peritoneum","Benign neoplasm of retroperitoneum and peritoneum","211","Benign neoplasm of other parts of digestive system","Benign Neoplasms","Neoplasms"
"2119",TRUE,"Ben neo GI tract NEC/NOS","Benign neoplasm of other and unspecified site in the digestive system","211","Benign neoplasm of other parts of digestive system","Benign Neoplasms","Neoplasms"
"212",FALSE,"Benign neoplasm of respiratory and intrathoracic organs","Benign neoplasm of respiratory and intrathoracic organs","212","Benign neoplasm of respiratory and intrathoracic organs","Benign Neoplasms","Neoplasms"
"2120",TRUE,"Ben neo nasal cav/sinus","Benign neoplasm of nasal cavities, middle ear, and accessory sinuses","212","Benign neoplasm of respiratory and intrathoracic organs","Benign Neoplasms","Neoplasms"
"2121",TRUE,"Benign neo larynx","Benign neoplasm of larynx","212","Benign neoplasm of respiratory and intrathoracic organs","Benign Neoplasms","Neoplasms"
"2122",TRUE,"Benign neo trachea","Benign neoplasm of trachea","212","Benign neoplasm of respiratory and intrathoracic organs","Benign Neoplasms","Neoplasms"
"2123",TRUE,"Benign neo bronchus/lung","Benign neoplasm of bronchus and lung","212","Benign neoplasm of respiratory and intrathoracic organs","Benign Neoplasms","Neoplasms"
"2124",TRUE,"Benign neoplasm pleura","Benign neoplasm of pleura","212","Benign neoplasm of respiratory and intrathoracic organs","Benign Neoplasms","Neoplasms"
"2125",TRUE,"Benign neo mediastinum","Benign neoplasm of mediastinum","212","Benign neoplasm of respiratory and intrathoracic organs","Benign Neoplasms","Neoplasms"
"2126",TRUE,"Benign neoplasm thymus","Benign neoplasm of thymus","212","Benign neoplasm of respiratory and intrathoracic organs","Benign Neoplasms","Neoplasms"
"2127",TRUE,"Benign neoplasm heart","Benign neoplasm of heart","212","Benign neoplasm of respiratory and intrathoracic organs","Benign Neoplasms","Neoplasms"
"2128",TRUE,"Benign neo resp sys NEC","Benign neoplasm of other specified sites of respiratory and intrathoracic organs","212","Benign neoplasm of respiratory and intrathoracic organs","Benign Neoplasms","Neoplasms"
"2129",TRUE,"Benign neo resp sys NOS","Benign neoplasm of respiratory and intrathoracic organs, site unspecified","212","Benign neoplasm of respiratory and intrathoracic organs","Benign Neoplasms","Neoplasms"
"213",FALSE,"Benign neoplasm of bone and articular cartilage","Benign neoplasm of bone and articular cartilage","213","Benign neoplasm of bone and articular cartilage","Benign Neoplasms","Neoplasms"
"2130",TRUE,"Ben neo skull/face bone","Benign neoplasm of bones of skull and face","213","Benign neoplasm of bone and articular cartilage","Benign Neoplasms","Neoplasms"
"2131",TRUE,"Ben neo lower jaw bone","Benign neoplasm of lower jaw bone","213","Benign neoplasm of bone and articular cartilage","Benign Neoplasms","Neoplasms"
"2132",TRUE,"Benign neo vertebrae","Benign neoplasm of vertebral column, excluding sacrum and coccyx","213","Benign neoplasm of bone and articular cartilage","Benign Neoplasms","Neoplasms"
"2133",TRUE,"Ben neo ribs/stern/clav","Benign neoplasm of ribs, sternum, and clavicle","213","Benign neoplasm of bone and articular cartilage","Benign Neoplasms","Neoplasms"
"2134",TRUE,"Ben neo long bones arm","Benign neoplasm of scapula and long bones of upper limb","213","Benign neoplasm of bone and articular cartilage","Benign Neoplasms","Neoplasms"
"2135",TRUE,"Ben neo bones wrist/hand","Benign neoplasm of short bones of upper limb","213","Benign neoplasm of bone and articular cartilage","Benign Neoplasms","Neoplasms"
"2136",TRUE,"Benign neo pelvic girdle","Benign neoplasm of pelvic bones, sacrum, and coccyx","213","Benign neoplasm of bone and articular cartilage","Benign Neoplasms","Neoplasms"
"2137",TRUE,"Ben neo long bones leg","Benign neoplasm of long bones of lower limb","213","Benign neoplasm of bone and articular cartilage","Benign Neoplasms","Neoplasms"
"2138",TRUE,"Ben neo bones ankle/foot","Benign neoplasm of short bones of lower limb","213","Benign neoplasm of bone and articular cartilage","Benign Neoplasms","Neoplasms"
"2139",TRUE,"Benign neo bone NOS","Benign neoplasm of bone and articular cartilage, site unspecified","213","Benign neoplasm of bone and articular cartilage","Benign Neoplasms","Neoplasms"
"214",FALSE,"Lipoma","Lipoma","214","Lipoma","Benign Neoplasms","Neoplasms"
"2140",TRUE,"Lipoma skin face","Lipoma of skin and subcutaneous tissue of face","214","Lipoma","Benign Neoplasms","Neoplasms"
"2141",TRUE,"Lipoma skin NEC","Lipoma of other skin and subcutaneous tissue","214","Lipoma","Benign Neoplasms","Neoplasms"
"2142",TRUE,"Lipoma intrathoracic","Lipoma of intrathoracic organs","214","Lipoma","Benign Neoplasms","Neoplasms"
"2143",TRUE,"Lipoma intra-abdominal","Lipoma of intra-abdominal organs","214","Lipoma","Benign Neoplasms","Neoplasms"
"2144",TRUE,"Lipoma spermatic cord","Lipoma of spermatic cord","214","Lipoma","Benign Neoplasms","Neoplasms"
"2148",TRUE,"Lipoma NEC","Lipoma of other specified sites","214","Lipoma","Benign Neoplasms","Neoplasms"
"2149",TRUE,"Lipoma NOS","Lipoma, unspecified site","214","Lipoma","Benign Neoplasms","Neoplasms"
"215",FALSE,"Other benign neoplasm of connective and other soft tissue","Other benign neoplasm of connective and other soft tissue","215","Other benign neoplasm of connective and other soft tissue","Benign Neoplasms","Neoplasms"
"2150",TRUE,"Ben neo soft tissue head","Other benign neoplasm of connective and other soft tissue of head, face, and neck","215","Other benign neoplasm of connective and other soft tissue","Benign Neoplasms","Neoplasms"
"2152",TRUE,"Ben neo soft tissue arm","Other benign neoplasm of connective and other soft tissue of upper limb, including shoulder","215","Other benign neoplasm of connective and other soft tissue","Benign Neoplasms","Neoplasms"
"2153",TRUE,"Ben neo soft tissue leg","Other benign neoplasm of connective and other soft tissue of lower limb, including hip","215","Other benign neoplasm of connective and other soft tissue","Benign Neoplasms","Neoplasms"
"2154",TRUE,"Ben neo soft tis thorax","Other benign neoplasm of connective and other soft tissue of thorax","215","Other benign neoplasm of connective and other soft tissue","Benign Neoplasms","Neoplasms"
"2155",TRUE,"Ben neo soft tis abdomen","Other benign neoplasm of connective and other soft tissue of abdomen","215","Other benign neoplasm of connective and other soft tissue","Benign Neoplasms","Neoplasms"
"2156",TRUE,"Ben neo soft tis pelvis","Other benign neoplasm of connective and other soft tissue of pelvis","215","Other benign neoplasm of connective and other soft tissue","Benign Neoplasms","Neoplasms"
"2157",TRUE,"Benign neo trunk NOS","Other benign neoplasm of connective and other soft tissue of trunk, unspecified","215","Other benign neoplasm of connective and other soft tissue","Benign Neoplasms","Neoplasms"
"2158",TRUE,"Ben neo soft tissue NEC","Other benign neoplasm of connective and other soft tissue of other specified sites","215","Other benign neoplasm of connective and other soft tissue","Benign Neoplasms","Neoplasms"
"2159",TRUE,"Ben neo soft tissue NOS","Other benign neoplasm of connective and other soft tissue, site unspecified","215","Other benign neoplasm of connective and other soft tissue","Benign Neoplasms","Neoplasms"
